State,District,Crop,Seed_Variety,Rainfall_mm,Temperature_C,Soil_pH,Soil_Moisture,Humidity,Irrigation_Count,Previous_Yield_kg_ha,Area_Hectares,Yield_kg_ha
Karnataka,Belagavi,Sugarcane,Co-94012 (South India),1024.3232955333046,23.42989651457044,6.68,34.0,67,6,3484,0.55,81106.66
Maharashtra,Pune,Wheat,HD-2967 (North-West India),708.3194146831537,34.90109166809523,6.49,13.4,61,0,5825,1.83,2403.29
Telangana,Karimnagar,Maize,Kaveri-50 (South India),1321.1402439748335,22.63630115243283,7.78,15.3,62,4,3853,2.71,5082.73
Uttar Pradesh,Agra,Sugarcane,Co-86032 (Tamil Nadu/AP),898.0528724754432,26.730282108321,7.96,39.0,84,4,2037,4.38,80683.22
Maharashtra,Nagpur,Cotton,Bollgard-II (Maharashtra),1223.6908578530652,34.19115230458464,5.6,38.5,56,1,5412,1.55,1847.95
Punjab,Amritsar,Sugarcane,Co-86032 (Tamil Nadu/AP),1113.9358608892055,26.24211037437172,5.53,20.3,75,7,4914,0.64,80756.62
Maharashtra,Nagpur,Rice,Sona-Masoori (South India),,30.645676340588825,,,77,5,6719,1.31,3973.55
Punjab,Amritsar,Cotton,JKCH-1947 (Gujarat/MH),1109.5638696424246,27.722854666966025,6.13,26.9,62,1,3906,1.21,2022.16
Telangana,Warangal,Cotton,RCH-659 (South & Central India),1171.877776900523,37.26965483163353,6.89,17.0,54,5,6801,4.67,2289.46
Uttar Pradesh,Agra,Rice,IR-64 (Andhra/Telangana),978.628435950674,28.03085615030492,6.76,28.6,53,7,3738,0.56,4949.07
Maharashtra,Nagpur,Maize,NK-6240 (Maharashtra/AP),965.1871337907362,27.74855516157389,6.92,25.1,62,7,5993,1.51,3941.01
Maharashtra,Nagpur,Sugarcane,Co-94012 (South India),,29.810658839502803,,,59,1,6532,0.75,81492.0
Maharashtra,Nashik,Rice,IR-64 (Andhra/Telangana),391.8154423080163,29.15525761085384,6.59,32.3,68,1,4940,4.27,4367.01
Karnataka,Bengaluru Rural,Rice,Sona-Masoori (South India),395.863106444122,31.13949039760868,6.49,16.1,59,5,1790,4.66,3707.2
Telangana,Khammam,Maize,NK-6240 (Maharashtra/AP),1077.6285217804657,28.547941783061205,7.61,27.8,82,5,3044,4.19,5523.08
Uttar Pradesh,Lucknow,Rice,Sona-Masoori (South India),823.9557706479719,27.719785472884045,5.73,18.8,64,7,5083,4.32,4889.74
Karnataka,Belagavi,Maize,Kaveri-50 (South India),,26.53254889618664,,,73,2,2908,3.54,4052.07
Uttar Pradesh,Varanasi,Wheat,HD-2967 (North-West India),1142.2319573550772,27.43308234339748,6.32,11.8,64,7,6263,4.24,5232.57
Andhra Pradesh,Krishna,Maize,HQPM-1 (Karnataka/AP),1101.03597376884,30.815227628446067,7.22,23.5,71,6,3822,3.1,4665.63
Karnataka,Belagavi,Maize,Kaveri-50 (South India),840.2999911324893,26.69627611399126,7.56,32.0,72,6,1720,1.96,4403.21
Telangana,Nalgonda,Maize,NK-6240 (Maharashtra/AP),879.9852350298726,23.64988562707914,5.73,29.9,67,0,2975,3.71,4140.23
Karnataka,Belagavi,Wheat,PBW-343 (Punjab/Haryana),808.4520903378414,32.96915538634772,7.41,18.9,49,4,5525,1.78,3491.82
Andhra Pradesh,Nellore,Rice,IR-64 (Andhra/Telangana),563.0225319077367,23.96607651548108,7.0,9.1,55,0,1790,4.76,3618.4
Maharashtra,Nashik,Maize,Kaveri-50 (South India),882.2729732298104,24.68410084857071,6.89,23.8,79,4,4526,4.59,4020.81
Punjab,Patiala,Cotton,JKCH-1947 (Gujarat/MH),740.3738795974384,27.39948975193918,6.49,25.5,82,1,6020,1.64,1343.97
Karnataka,Dharwad,Sugarcane,Co-86032 (Tamil Nadu/AP),884.0553590929754,29.883134386362848,6.51,32.2,73,2,5683,2.39,80330.33
Punjab,Jalandhar,Wheat,HD-2967 (North-West India),866.4869134220996,24.23484792731292,6.14,21.8,72,2,4939,2.58,4251.22
Uttar Pradesh,Agra,Rice,IR-64 (Andhra/Telangana),755.6512004374247,23.454008561763583,7.3,27.2,70,3,4406,4.04,4358.32
Telangana,Nalgonda,Wheat,HW-2045 (North India),788.4416583038883,25.465976711248345,6.97,33.9,59,3,5855,4.61,3557.01
Andhra Pradesh,Chittoor,Maize,HQPM-1 (Karnataka/AP),760.429401747434,31.75521164742791,6.61,34.7,55,2,3494,3.47,3724.9
Uttar Pradesh,Agra,Sugarcane,Co-86032 (Tamil Nadu/AP),526.8122060234937,31.111295641097904,5.83,36.3,89,1,3866,2.5,79473.21
Maharashtra,Pune,Sugarcane,Co-0238 (UP/North India),1139.3157690447908,32.434106825193574,6.67,25.6,58,5,5833,0.84,80355.02
Uttar Pradesh,Agra,Sugarcane,Co-0238 (UP/North India),936.926455190752,24.584017769336537,5.55,18.1,71,2,4892,0.9,79690.25
Andhra Pradesh,Krishna,Rice,Sona-Masoori (South India),1048.3847465995789,28.410520018724547,6.36,16.1,60,7,2734,3.23,5302.46
Andhra Pradesh,Krishna,Maize,HQPM-1 (Karnataka/AP),903.1201763714848,28.70044519475688,5.36,33.1,57,7,6470,2.86,4680.17
Telangana,Warangal,Cotton,RCH-659 (South & Central India),,30.76297424189231,,,68,4,5547,1.42,753.02
Karnataka,Mysuru,Cotton,Bollgard-II (Maharashtra),1277.6732330845434,28.01659149091605,6.14,38.4,61,3,2272,1.26,1795.96
Karnataka,Mysuru,Sugarcane,Co-86032 (Tamil Nadu/AP),1098.2685930046,24.69582004896484,6.32,16.0,60,2,5298,4.54,80558.78
Telangana,Khammam,Rice,Sona-Masoori (South India),982.1337159523777,26.314504905990464,6.74,8.2,59,5,3510,2.6,4669.72
Andhra Pradesh,Nellore,Rice,Sona-Masoori (South India),973.3432111423078,37.26761920014555,6.58,39.5,51,2,3825,1.27,4282.66
Punjab,Ludhiana,Maize,HQPM-1 (Karnataka/AP),623.5441585003399,32.58387736263336,6.24,25.4,61,2,5308,0.69,3214.07
Andhra Pradesh,Guntur,Sugarcane,Co-94012 (South India),560.5439983416766,29.67749340795224,6.83,13.7,66,2,1861,3.77,79647.23
Uttar Pradesh,Agra,Sugarcane,Co-94012 (South India),1295.4702811895631,26.30166700631481,6.43,37.9,80,7,3861,1.6,81535.67
Punjab,Ludhiana,Maize,HQPM-1 (Karnataka/AP),,29.667466664783323,,,70,1,6994,1.6,2900.41
Uttar Pradesh,Agra,Maize,NK-6240 (Maharashtra/AP),663.040515510452,30.414935575255075,6.15,14.0,53,3,6661,1.13,4119.36
Uttar Pradesh,Kanpur,Wheat,HW-2045 (North India),783.986895235043,28.48930226204808,7.64,37.8,51,1,1567,3.59,3330.45
Uttar Pradesh,Varanasi,Maize,HQPM-1 (Karnataka/AP),755.3115435070018,27.31010912823392,6.03,19.4,62,5,5336,0.54,4148.74
Uttar Pradesh,Lucknow,Cotton,RCH-659 (South & Central India),948.6950260717032,22.698208830125203,6.92,18.0,55,6,4106,4.24,1430.01
Maharashtra,Pune,Sugarcane,Co-0238 (UP/North India),670.7590196532833,25.108573627412653,5.89,15.1,60,5,2701,4.34,80084.88
Telangana,Karimnagar,Sugarcane,Co-86032 (Tamil Nadu/AP),806.3344227319558,31.436822073442567,7.01,37.2,60,5,3344,3.48,80478.77
Andhra Pradesh,Krishna,Wheat,PBW-343 (Punjab/Haryana),,29.36245000051332,,,65,7,4929,1.23,4847.85
Maharashtra,Nashik,Wheat,HW-2045 (North India),984.023450896384,31.217240593858065,6.49,24.6,95,7,6600,1.08,4542.2
Punjab,Jalandhar,Sugarcane,Co-94012 (South India),921.890236091478,26.72044578934597,6.24,21.9,51,1,1833,4.73,80007.63
Punjab,Amritsar,Maize,NK-6240 (Maharashtra/AP),1219.7672976953418,26.33556816382678,6.84,28.0,67,6,4565,0.65,5141.33
Andhra Pradesh,Nellore,Cotton,Bollgard-II (Maharashtra),1157.1464333811105,26.148926605787967,6.54,30.2,66,2,3527,4.54,1596.98
Maharashtra,Aurangabad,Sugarcane,Co-0238 (UP/North India),724.9533273013442,32.111423191131564,6.11,10.1,66,7,3957,1.38,80882.13
Punjab,Jalandhar,Rice,Sona-Masoori (South India),1093.0570253538972,29.87017899486616,6.79,37.8,69,4,3844,3.3,5304.59
Punjab,Amritsar,Sugarcane,Co-94012 (South India),994.6388979547409,26.671084188905475,6.06,28.0,69,5,3110,4.61,80122.33
Maharashtra,Pune,Rice,MTU-1010 (AP/Telangana),957.731691009914,28.062176387785087,6.84,20.9,79,5,2695,3.35,4336.44
Punjab,Jalandhar,Wheat,HD-2967 (North-West India),635.8404463236195,30.10911509160925,6.53,14.3,65,3,2418,2.07,3129.38
Uttar Pradesh,Kanpur,Sugarcane,Co-94012 (South India),878.0239595488271,28.137904552537147,7.14,15.4,64,4,4297,4.95,80382.65
Uttar Pradesh,Lucknow,Maize,Kaveri-50 (South India),1242.6520953725262,21.53659032691824,5.7,13.1,66,2,5433,2.66,4277.75
Maharashtra,Pune,Sugarcane,Co-0238 (UP/North India),936.4590665604926,30.31992015872787,6.59,13.8,48,6,3620,0.79,80276.64
Telangana,Karimnagar,Maize,HQPM-1 (Karnataka/AP),803.5818507195327,28.96155933574976,6.47,27.7,63,2,3621,2.07,4789.22
Karnataka,Belagavi,Maize,NK-6240 (Maharashtra/AP),943.1335515855832,22.07421046396468,6.69,29.8,64,7,6563,3.7,4561.51
Andhra Pradesh,Guntur,Rice,MTU-1010 (AP/Telangana),977.188246250633,28.816025139840416,7.33,14.0,75,3,4427,1.46,4593.99
Andhra Pradesh,Chittoor,Sugarcane,Co-86032 (Tamil Nadu/AP),773.0282314099346,32.26365959180973,6.56,29.8,64,0,4346,4.67,80131.19
Maharashtra,Nashik,Maize,Kaveri-50 (South India),976.1343496289894,24.85892250838309,6.49,16.7,75,3,3867,4.48,4852.93
Karnataka,Bengaluru Rural,Cotton,Bollgard-II (Maharashtra),1096.4210623931826,25.65556556086656,6.37,20.0,54,0,5741,2.69,2052.16
Andhra Pradesh,Chittoor,Wheat,HW-2045 (North India),1295.0410469244716,27.390415841971667,5.99,27.0,59,7,4137,3.23,5646.22
Maharashtra,Pune,Rice,Sona-Masoori (South India),813.8465131200849,23.9414230615444,6.77,33.2,71,5,6352,4.78,4881.1
Uttar Pradesh,Varanasi,Maize,NK-6240 (Maharashtra/AP),1190.4355751264416,28.38192583817116,6.17,13.9,71,6,4696,2.23,4300.63
Uttar Pradesh,Agra,Sugarcane,Co-94012 (South India),473.7712298177586,24.51489155959375,6.01,13.2,72,2,6862,1.95,78649.76
Punjab,Patiala,Wheat,HW-2045 (North India),871.6956755938078,29.90464382161024,7.02,12.5,64,7,4407,3.29,4168.95
Telangana,Nalgonda,Cotton,JKCH-1947 (Gujarat/MH),1208.094800004323,22.381649938464133,6.79,30.9,69,3,6415,0.71,1474.78
Uttar Pradesh,Lucknow,Sugarcane,Co-94012 (South India),849.5215999297315,28.27495971603492,6.13,12.4,70,6,4231,2.79,81210.98
Andhra Pradesh,Guntur,Sugarcane,Co-86032 (Tamil Nadu/AP),544.3287387597734,25.772405585253843,6.14,19.1,69,4,5856,4.31,79114.01
Andhra Pradesh,Krishna,Sugarcane,Co-0238 (UP/North India),873.5275534556515,27.150291147426167,7.33,16.7,71,1,3251,4.85,80549.92
Uttar Pradesh,Agra,Cotton,RCH-659 (South & Central India),839.4857903222817,24.61151912634712,6.03,36.2,52,0,6853,3.25,543.8
Maharashtra,Nashik,Cotton,RCH-659 (South & Central India),1212.8192562403567,27.40907138816293,6.46,15.7,63,3,5917,2.71,2367.19
Punjab,Jalandhar,Maize,HQPM-1 (Karnataka/AP),806.9623211770796,27.874053071737265,5.46,36.1,64,6,4390,1.7,4146.63
Telangana,Karimnagar,Rice,IR-64 (Andhra/Telangana),1062.2794720948625,28.19365176588499,7.01,34.1,72,0,5657,2.75,5392.59
Andhra Pradesh,Guntur,Wheat,HW-2045 (North India),695.2174503999233,23.00658995219907,6.29,28.3,51,3,6832,3.11,3372.41
Telangana,Khammam,Wheat,HD-2967 (North-West India),693.8835241216744,26.707200594768025,6.88,26.8,64,0,6173,3.21,3432.57
Telangana,Khammam,Cotton,Bollgard-II (Maharashtra),932.477918168012,27.71084710970297,5.84,29.4,64,1,5442,2.74,1432.98
Andhra Pradesh,Nellore,Sugarcane,Co-86032 (Tamil Nadu/AP),944.332090785286,31.806907518229927,6.64,39.9,73,4,2952,4.18,80128.42
Maharashtra,Aurangabad,Rice,IR-64 (Andhra/Telangana),1165.207171746471,27.752937684191146,5.58,33.8,58,2,6205,0.66,5249.8
Telangana,Karimnagar,Sugarcane,Co-0238 (UP/North India),525.0712972728602,27.42657014904942,5.05,12.3,55,5,5389,4.51,79989.92
Maharashtra,Pune,Sugarcane,Co-94012 (South India),551.3803554752451,26.998376260024763,5.99,17.5,60,1,1988,2.85,79679.82
Telangana,Karimnagar,Maize,NK-6240 (Maharashtra/AP),958.003272102007,32.09998645060334,5.3,27.3,60,0,4675,4.76,4199.23
Maharashtra,Pune,Maize,HQPM-1 (Karnataka/AP),,32.29844724737044,,,76,0,2168,4.83,3614.08
Andhra Pradesh,Chittoor,Sugarcane,Co-0238 (UP/North India),717.7388293231836,22.347688263802176,6.98,37.1,52,1,2198,0.73,79488.39
Uttar Pradesh,Varanasi,Rice,Sona-Masoori (South India),1062.6084399390677,36.60933913892191,7.11,26.4,55,4,1713,3.31,3999.2
Maharashtra,Aurangabad,Cotton,RCH-659 (South & Central India),1163.1656835701242,32.46387544812614,6.35,15.0,69,3,2600,2.88,2393.63
Uttar Pradesh,Agra,Wheat,HD-2967 (North-West India),923.281163254312,32.790468018790484,6.47,23.4,51,3,6014,2.57,3876.19
Andhra Pradesh,Guntur,Sugarcane,Co-94012 (South India),1089.5068446901178,23.13064265755532,6.46,35.4,70,4,2708,4.12,80646.23
Punjab,Ludhiana,Maize,NK-6240 (Maharashtra/AP),1095.46258939575,32.59365127208769,7.31,38.3,68,1,6468,1.34,4822.49
Maharashtra,Aurangabad,Rice,Sona-Masoori (South India),1426.136504211708,30.07661045688909,5.88,31.5,69,2,5638,1.0,6094.92
Karnataka,Dharwad,Sugarcane,Co-94012 (South India),713.5350060791526,29.084324645259173,6.45,9.6,57,0,5175,1.25,79880.53
Maharashtra,Pune,Wheat,PBW-343 (Punjab/Haryana),724.0055018724479,21.994414503832378,6.76,14.5,70,1,4339,2.4,2746.83
Uttar Pradesh,Kanpur,Sugarcane,Co-0238 (UP/North India),1147.1939821303774,32.20731406757167,6.97,11.9,57,6,2993,1.04,81301.06
Maharashtra,Nagpur,Cotton,Bollgard-II (Maharashtra),698.039224502559,26.3406699950975,5.75,32.9,71,2,4778,1.14,1100.79
Karnataka,Dharwad,Cotton,RCH-659 (South & Central India),897.808179090112,31.473938799102143,6.44,38.5,58,5,5919,0.53,1536.62
Uttar Pradesh,Agra,Wheat,PBW-343 (Punjab/Haryana),542.6350749187328,25.92211806123004,5.9,35.0,74,5,4592,2.01,2758.22
Uttar Pradesh,Agra,Sugarcane,Co-94012 (South India),808.8897492236184,28.765470039946653,6.53,39.6,49,1,4540,0.59,79484.94
Uttar Pradesh,Varanasi,Sugarcane,Co-86032 (Tamil Nadu/AP),716.295845138395,30.36176004127437,5.74,17.8,69,4,4675,2.43,79322.59
Karnataka,Mysuru,Maize,NK-6240 (Maharashtra/AP),,23.089096840002103,,,64,1,6357,2.21,4402.51
Uttar Pradesh,Lucknow,Sugarcane,Co-86032 (Tamil Nadu/AP),881.3313224739887,22.669013957673315,6.34,12.4,77,0,4191,3.68,79870.09
Telangana,Karimnagar,Wheat,HD-2967 (North-West India),475.0044688316294,24.19166243151195,6.63,12.9,75,2,3650,3.33,3372.96
Maharashtra,Pune,Sugarcane,Co-0238 (UP/North India),737.2299318844184,28.485511506464096,6.83,23.3,54,2,1892,3.33,79988.49
Punjab,Amritsar,Wheat,HD-2967 (North-West India),1021.9770224644687,24.81295300165381,5.39,13.7,63,7,5508,2.69,4432.71
Andhra Pradesh,Guntur,Maize,Kaveri-50 (South India),388.3617845087788,22.765255860656765,6.76,27.3,72,3,5062,1.35,2110.02
Punjab,Amritsar,Wheat,HD-2967 (North-West India),767.1710451685217,29.268028746591284,6.69,24.7,60,4,2768,0.81,4086.0
Andhra Pradesh,Guntur,Maize,Kaveri-50 (South India),850.4704409726729,25.736476380462705,5.34,21.5,54,4,3231,0.73,4509.04
Andhra Pradesh,Krishna,Rice,MTU-1010 (AP/Telangana),774.0288915945961,29.75852810683549,6.34,10.2,47,3,2684,2.88,4902.3
Telangana,Khammam,Maize,Kaveri-50 (South India),775.194674475366,26.208711950087825,6.35,10.5,39,2,2304,0.62,4312.4
Punjab,Ludhiana,Cotton,JKCH-1947 (Gujarat/MH),670.6601212282899,27.70524718611264,6.18,18.4,67,0,1558,4.71,666.32
Telangana,Nalgonda,Rice,Sona-Masoori (South India),1388.0580549488318,30.59922643587224,6.28,36.8,72,3,5993,2.23,5628.24
Maharashtra,Pune,Rice,MTU-1010 (AP/Telangana),740.4766549741328,28.38352432742362,7.22,14.7,60,2,3323,4.86,5555.5
Karnataka,Bengaluru Rural,Cotton,Bollgard-II (Maharashtra),846.7516386442893,27.46628256346816,7.52,34.5,84,3,6604,2.8,1344.49
Karnataka,Bengaluru Rural,Wheat,HD-2967 (North-West India),812.8309327665867,30.380104756274164,6.72,38.2,55,5,5044,2.81,3650.64
Andhra Pradesh,Krishna,Maize,HQPM-1 (Karnataka/AP),790.0226061607591,29.034114288988945,5.11,35.9,93,0,5964,1.55,3493.25
Uttar Pradesh,Varanasi,Sugarcane,Co-94012 (South India),612.4099392389173,25.0534818342738,5.96,21.6,83,6,3971,3.96,79894.73
Maharashtra,Pune,Wheat,HD-2967 (North-West India),1171.5692300703115,29.08213359868892,6.24,18.0,65,6,3462,1.03,4422.15
Punjab,Patiala,Wheat,HW-2045 (North India),1196.5695678079733,20.38947936491109,6.58,37.2,54,2,2374,4.99,4657.49
Telangana,Khammam,Sugarcane,Co-86032 (Tamil Nadu/AP),1067.3946076262712,25.801995071001503,6.43,39.0,58,1,3045,3.97,80871.17
Telangana,Khammam,Maize,Kaveri-50 (South India),1511.7234448714476,28.947286917985064,6.26,38.8,74,3,1502,3.67,6063.43
Karnataka,Mysuru,Rice,Sona-Masoori (South India),,29.46814601921695,,,56,0,3463,2.63,5314.24
Punjab,Jalandhar,Maize,NK-6240 (Maharashtra/AP),792.8361852963354,29.869897542785083,6.51,20.1,50,2,3044,1.36,3879.0
Uttar Pradesh,Kanpur,Wheat,HD-2967 (North-West India),724.7076299744595,31.454689975195127,6.51,35.1,74,5,6399,3.37,3896.65
Maharashtra,Nagpur,Wheat,PBW-343 (Punjab/Haryana),565.7184552246894,27.96571687883173,6.48,13.1,59,0,6838,4.38,2676.16
Maharashtra,Aurangabad,Sugarcane,Co-94012 (South India),708.2818017742737,18.96720130903789,5.62,23.9,57,7,3722,3.54,79301.82
Uttar Pradesh,Varanasi,Rice,Sona-Masoori (South India),,30.173892571741323,,,63,6,4807,0.99,5587.33
Telangana,Nalgonda,Cotton,Bollgard-II (Maharashtra),546.3478129336495,36.17455114117682,7.05,12.0,41,0,1902,3.13,1136.15
Andhra Pradesh,Nellore,Maize,Kaveri-50 (South India),895.9866491530269,27.091390241531155,6.09,21.0,74,1,6975,4.04,4354.68
Telangana,Khammam,Rice,Sona-Masoori (South India),786.2453025099803,26.58689223073237,6.88,29.7,49,4,3274,2.23,5032.83
Andhra Pradesh,Krishna,Cotton,Bollgard-II (Maharashtra),912.0044542895192,31.3056143253052,7.13,28.0,69,3,3517,3.02,941.9
Uttar Pradesh,Varanasi,Sugarcane,Co-0238 (UP/North India),1248.61766368942,26.782964460533616,7.14,8.0,50,7,2062,4.5,80992.17
Uttar Pradesh,Varanasi,Maize,Kaveri-50 (South India),748.8918597104827,25.21364171706172,6.36,32.4,74,2,4665,4.67,3758.48
Andhra Pradesh,Nellore,Cotton,RCH-659 (South & Central India),1032.6168726131498,25.924368520439053,6.83,24.1,53,7,6862,3.33,1965.41
Telangana,Khammam,Sugarcane,Co-94012 (South India),994.5490554710714,27.83728812297678,6.09,20.9,48,5,5369,3.67,80022.11
Telangana,Khammam,Maize,NK-6240 (Maharashtra/AP),613.593620306827,31.62324895984376,5.38,31.4,66,3,5263,3.6,3639.05
Maharashtra,Nagpur,Maize,HQPM-1 (Karnataka/AP),683.3326705967285,26.711404858678108,7.25,39.9,66,1,5612,2.69,3671.94
Andhra Pradesh,Nellore,Sugarcane,Co-94012 (South India),443.506636916728,24.09973023949947,6.47,10.2,70,0,3275,3.85,79575.07
Uttar Pradesh,Kanpur,Cotton,RCH-659 (South & Central India),1302.562599658413,21.75246491376172,5.42,32.2,50,4,4960,0.55,2738.02
Punjab,Amritsar,Rice,MTU-1010 (AP/Telangana),961.4158103443124,29.426410424154746,6.91,30.1,55,7,4010,4.56,6114.54
Karnataka,Dharwad,Cotton,JKCH-1947 (Gujarat/MH),865.6228138923059,23.67103777917023,5.48,31.2,60,3,3473,4.31,1107.63
Uttar Pradesh,Kanpur,Rice,IR-64 (Andhra/Telangana),1149.9721781630687,28.42789025280436,6.58,37.1,50,3,2728,1.77,5771.64
Karnataka,Dharwad,Wheat,PBW-343 (Punjab/Haryana),1221.2732059368668,23.656604072262112,6.0,12.5,80,0,3567,0.94,4380.02
Uttar Pradesh,Agra,Cotton,Bollgard-II (Maharashtra),1280.249912284844,29.508208203498068,6.28,35.8,63,5,5034,2.72,1976.29
Uttar Pradesh,Lucknow,Maize,Kaveri-50 (South India),652.309156762761,28.264520732701897,6.66,27.1,66,5,2070,3.65,3706.74
Uttar Pradesh,Varanasi,Rice,IR-64 (Andhra/Telangana),1374.741333672903,25.994176326312623,6.75,18.7,70,6,3405,4.2,6283.18
Uttar Pradesh,Lucknow,Sugarcane,Co-0238 (UP/North India),872.3926198160589,22.23350354440762,6.0,11.6,79,4,5853,2.38,80653.55
Karnataka,Bengaluru Rural,Sugarcane,Co-0238 (UP/North India),954.2968268201208,23.894062149863487,6.6,21.1,74,0,5680,4.28,80761.26
Telangana,Karimnagar,Maize,Kaveri-50 (South India),1123.3741908058823,22.645686825325978,7.55,13.4,68,0,5737,0.66,5004.27
Punjab,Amritsar,Sugarcane,Co-94012 (South India),1186.2503696304962,26.288382426420267,6.42,16.5,70,5,6296,1.66,81582.77
Uttar Pradesh,Kanpur,Rice,Sona-Masoori (South India),1030.6199557735315,28.9802501297895,6.41,23.2,60,5,3733,0.78,4774.59
Karnataka,Mysuru,Maize,Kaveri-50 (South India),652.1820365364503,25.878981053316785,6.52,23.3,74,2,5881,2.98,3712.78
Andhra Pradesh,Krishna,Sugarcane,Co-0238 (UP/North India),793.1503742924608,30.31059654604244,5.65,35.6,77,6,6517,3.0,80008.47
Andhra Pradesh,Guntur,Rice,Sona-Masoori (South India),342.89063608194976,28.01330882245172,6.09,27.9,64,5,2710,2.15,4355.54
Telangana,Khammam,Wheat,PBW-343 (Punjab/Haryana),1114.185793960968,32.50747099174221,7.19,28.2,67,0,6257,4.38,4102.97
Andhra Pradesh,Nellore,Cotton,JKCH-1947 (Gujarat/MH),748.2670931611312,36.37086399012148,6.48,28.5,81,1,4714,4.68,1256.72
Karnataka,Belagavi,Maize,NK-6240 (Maharashtra/AP),738.0378868623611,28.531444262889696,6.16,24.6,61,5,3072,4.21,4196.46
Maharashtra,Aurangabad,Sugarcane,Co-94012 (South India),560.0802280784776,23.225495480170828,5.72,11.1,61,3,2749,4.88,79636.3
Maharashtra,Aurangabad,Wheat,HW-2045 (North India),747.6751513734054,32.10689325689303,6.48,22.7,54,1,1917,3.94,3058.75
Karnataka,Mysuru,Sugarcane,Co-94012 (South India),902.4690156600052,23.53178100215964,6.12,36.4,67,5,1765,4.39,80436.68
Maharashtra,Nagpur,Cotton,RCH-659 (South & Central India),1364.7787011602911,28.354444573101286,6.84,39.3,70,2,5295,1.58,2249.93
Andhra Pradesh,Krishna,Sugarcane,Co-0238 (UP/North India),836.0040188560873,29.24348016597883,6.16,38.1,62,0,4627,3.09,79850.93
Andhra Pradesh,Krishna,Cotton,JKCH-1947 (Gujarat/MH),1064.5444246272789,36.92128135835072,7.13,36.7,79,6,2416,1.54,2255.46
Andhra Pradesh,Chittoor,Rice,IR-64 (Andhra/Telangana),1079.82143962703,26.65230424967568,7.93,37.9,76,5,4546,0.68,4895.55
Punjab,Patiala,Rice,MTU-1010 (AP/Telangana),435.0204526709881,28.017026438858547,7.47,10.2,49,0,4662,0.63,3787.59
Telangana,Nalgonda,Maize,Kaveri-50 (South India),1233.809197431572,32.09318006544567,6.41,14.1,71,4,4098,2.54,5131.25
Punjab,Patiala,Maize,Kaveri-50 (South India),916.5173701115978,29.4337275472213,6.39,15.3,64,1,5126,1.85,4707.44
Andhra Pradesh,Krishna,Wheat,HD-2967 (North-West India),1013.2363511790824,29.39110519740294,6.53,25.7,62,4,5992,4.93,4998.01
Maharashtra,Pune,Maize,Kaveri-50 (South India),487.3486771699163,23.956520174260973,6.33,35.9,71,3,4631,1.93,3684.69
Telangana,Karimnagar,Sugarcane,Co-86032 (Tamil Nadu/AP),1115.5599843939845,29.549012202171745,5.85,18.6,68,6,6554,4.9,80907.11
Andhra Pradesh,Nellore,Rice,IR-64 (Andhra/Telangana),402.004115647533,27.57000811579701,6.27,23.7,63,7,6811,1.41,3560.17
Maharashtra,Aurangabad,Cotton,JKCH-1947 (Gujarat/MH),703.1463042752862,28.238114649815024,6.04,12.9,75,1,3661,4.47,1644.58
Karnataka,Belagavi,Maize,Kaveri-50 (South India),947.5505250811976,27.88612576501714,5.34,39.0,79,1,4225,2.82,4519.51
Maharashtra,Nagpur,Wheat,HD-2967 (North-West India),1145.774622452743,22.71857226495154,6.63,38.5,59,3,4476,1.84,4383.73
Uttar Pradesh,Agra,Sugarcane,Co-94012 (South India),730.6783258117268,26.776791539191205,6.15,33.5,65,1,5761,1.78,79596.26
Maharashtra,Nagpur,Maize,HQPM-1 (Karnataka/AP),901.9851307558096,27.575239169914827,5.62,33.7,48,3,5477,2.17,4399.25
Karnataka,Belagavi,Sugarcane,Co-86032 (Tamil Nadu/AP),1210.807285740599,27.56332718546176,6.59,19.1,66,7,2320,2.84,81021.82
Maharashtra,Nashik,Cotton,Bollgard-II (Maharashtra),1361.9099270064237,28.437890797237586,6.39,15.4,50,2,2074,2.6,2379.48
Uttar Pradesh,Agra,Maize,NK-6240 (Maharashtra/AP),620.2689307559955,27.55784244947093,5.39,19.3,55,7,1551,1.13,4071.37
Andhra Pradesh,Krishna,Rice,MTU-1010 (AP/Telangana),803.7236557888867,24.93577336283336,5.86,29.3,66,5,2210,1.93,4509.09
Uttar Pradesh,Varanasi,Cotton,RCH-659 (South & Central India),928.8230673925482,28.21455846084716,6.46,18.2,59,2,4103,2.0,1990.57
Andhra Pradesh,Guntur,Wheat,HD-2967 (North-West India),605.4463411467714,32.94959503273609,7.12,24.3,64,1,6739,1.29,3075.28
Karnataka,Bengaluru Rural,Cotton,RCH-659 (South & Central India),373.7348120192929,29.185016644467552,5.71,11.1,73,6,3358,2.67,520.48
Telangana,Khammam,Cotton,Bollgard-II (Maharashtra),974.1159555242216,28.474732499067493,6.35,33.3,76,1,2435,1.81,1758.21
Andhra Pradesh,Krishna,Rice,Sona-Masoori (South India),899.7617165216847,29.62018862101134,6.72,36.6,54,3,6883,4.06,4515.38
Telangana,Karimnagar,Cotton,JKCH-1947 (Gujarat/MH),893.5997506993207,28.744420101525307,6.89,15.1,73,6,1987,1.98,2282.3
Andhra Pradesh,Nellore,Sugarcane,Co-94012 (South India),,21.66967411420584,,,58,5,1991,3.39,80551.74
